ensembl_gene_id	gene_biotype	gene	percentage_gene_gc_content	total_counts	n_cells_by_counts
ENSG00000100084	protein_coding	HIRA	46.11	846	756
ENSG00000100092	protein_coding	SH3BP1	57.36	6156	2235
ENSG00000100095	protein_coding	SEZ6L	44.57	727	495
ENSG00000100097	protein_coding	LGALS1	56.68	2693	640
ENSG00000100099	protein_coding	HPS4	46.81	970	916
ENSG00000100100	protein_coding	PIK3IP1	51.26	2842	2350
ENSG00000100104	protein_coding	SRRD	45.15	987	892
ENSG00000100105	protein_coding	PATZ1	52.93	1112	1015
ENSG00000100106	protein_coding	TRIOBP	54.36	712	677
ENSG00000100109	protein_coding	TFIP11	44.89	450	425
ENSG00000100116	protein_coding	GCAT	54.21	885	816
ENSG00000100122	protein_coding	CRYBB1	48.38	1760	1089
ENSG00000100124	protein_coding	ANKRD54	50.74	795	729
ENSG00000100129	protein_coding	EIF3L	46	1999	1773
ENSG00000100139	protein_coding	MICALL1	55.92	5663	3764
ENSG00000100142	protein_coding	POLR2F	53.44	5746	4238
ENSG00000100146	protein_coding	SOX10	57.55	6307	4202
ENSG00000100147	protein_coding	CCDC134	49.16	47	45
ENSG00000100150	protein_coding	DEPDC5	45.28	766	690
ENSG00000100151	protein_coding	PICK1	54.9	1273	1132
ENSG00000100154	protein_coding	TTC28	39.91	689	582
ENSG00000100162	protein_coding	CENPM	53.24	68	62
ENSG00000100167	protein_coding	SEPTIN3	52.28	2716	1409
ENSG00000100201	protein_coding	DDX17	43.03	4700	3572
ENSG00000100209	protein_coding	HSCB	46.7	788	750
ENSG00000100211	protein_coding	CBY1	47.17	2611	2131
ENSG00000100216	protein_coding	TOMM22	48.69	5729	4194
ENSG00000100219	protein_coding	XBP1	44.93	4110	3112
ENSG00000100220	protein_coding	RTCB	41.29	2776	2310
ENSG00000100225	protein_coding	FBXO7	38.81	2665	2224
ENSG00000100226	protein_coding	GTPBP1	51.11	87	82
ENSG00000100227	protein_coding	POLDIP3	49.1	1236	1076
ENSG00000100228	protein_coding	RAB36	55.45	240	199
ENSG00000100234	protein_coding	TIMP3	47.18	1802	1094
ENSG00000100241	protein_coding	SBF1	60.68	7843	4959
ENSG00000100242	protein_coding	SUN2	54.74	187	181
ENSG00000100246	protein_coding	DNAL4	51.3	1566	1406
ENSG00000100258	protein_coding	LMF2	67.14	537	515
ENSG00000100263	protein_coding	RHBDD3	55.98	597	569
ENSG00000100266	protein_coding	PACSIN2	48.59	1368	1242
ENSG00000100271	protein_coding	TTLL1	51.27	864	753
ENSG00000100276	protein_coding	RASL10A	60.13	73	63
ENSG00000100280	protein_coding	AP1B1	49.33	1316	1054
ENSG00000100281	protein_coding	HMGXB4	41.49	810	763
ENSG00000100285	protein_coding	NEFH	52.84	356	244
ENSG00000100288	protein_coding	CHKB	50.66	1596	1453
ENSG00000100292	protein_coding	HMOX1	51.12	110	101
ENSG00000100294	protein_coding	MCAT	52.52	504	483
ENSG00000100296	protein_coding	THOC5	47.17	408	372
ENSG00000100299	protein_coding	ARSA	61.2	614	582
ENSG00000100300	protein_coding	TSPO	57.74	238	217
ENSG00000100302	protein_coding	RASD2	55.59	245	213
ENSG00000100304	protein_coding	TTLL12	58.3	263	237
ENSG00000100307	protein_coding	CBX7	54.25	437	405
ENSG00000100311	protein_coding	PDGFB	58.15	57	53
ENSG00000100314	protein_coding	CABP7	62.96	134	117
ENSG00000100316	protein_coding	RPL3	53.41	71275	12265
ENSG00000100319	protein_coding	ZMAT5	52.77	2645	2282
ENSG00000100321	protein_coding	SYNGR1	55.76	6491	3488
ENSG00000100324	protein_coding	TAB1	51.35	538	507
ENSG00000100325	protein_coding	ASCC2	48.94	352	336
ENSG00000100330	protein_coding	MTMR3	40.65	1119	1005
ENSG00000100335	protein_coding	MIEF1	49.85	533	503
ENSG00000100344	protein_coding	PNPLA3	49.36	25	23
ENSG00000100345	protein_coding	MYH9	52.39	289	264
ENSG00000100346	protein_coding	CACNA1I	56.05	167	152
ENSG00000100347	protein_coding	SAMM50	47.17	1967	1710
ENSG00000100348	protein_coding	TXN2	51.29	6585	4307
ENSG00000100350	protein_coding	FOXRED2	52.7	413	360
ENSG00000100353	protein_coding	EIF3D	46.83	1902	1719
ENSG00000100354	protein_coding	TNRC6B	42.15	5800	4258
ENSG00000100359	protein_coding	SGSM3	47.84	578	530
ENSG00000100360	protein_coding	IFT27	51.18	1820	1627
ENSG00000100362	protein_coding	PVALB	51.49	739	453
ENSG00000100364	protein_coding	KIAA0930	54.22	8002	4870
ENSG00000100365	protein_coding	NCF4	53.4	459	406
ENSG00000100372	protein_coding	SLC25A17	41.77	1674	1482
ENSG00000100376	protein_coding	FAM118A	49.58	433	408
ENSG00000100380	protein_coding	ST13	38.21	4885	3694
ENSG00000100393	protein_coding	EP300	42.02	669	630
ENSG00000100395	protein_coding	L3MBTL2	52.38	824	757
ENSG00000100399	protein_coding	CHADL	58.1	1424	1229
ENSG00000100401	protein_coding	RANGAP1	53.26	2862	2020
ENSG00000100403	protein_coding	ZC3H7B	54.29	2023	1725
ENSG00000100410	protein_coding	PHF5A	46.22	4339	3423
ENSG00000100412	protein_coding	ACO2	50.27	6141	4313
ENSG00000100413	protein_coding	POLR3H	55.14	1794	1557
ENSG00000100416	protein_coding	TRMU	52.44	416	399
ENSG00000100417	protein_coding	PMM1	54.81	5805	3923
ENSG00000100418	protein_coding	DESI1	46.9	30209	8530
ENSG00000100422	protein_coding	CERK	51.43	1657	1418
ENSG00000100425	protein_coding	BRD1	54	525	495
ENSG00000100427	protein_coding	MLC1	55.47	103	87
ENSG00000100429	protein_coding	HDAC10	64.5	256	244
ENSG00000100439	protein_coding	ABHD4	48.25	3532	2729
ENSG00000100442	protein_coding	FKBP3	40.63	8798	4151
ENSG00000100445	protein_coding	SDR39U1	53.54	998	759
ENSG00000100462	protein_coding	PRMT5	47.51	1240	1060
ENSG00000100473	protein_coding	COCH	39.92	102	89
ENSG00000100478	protein_coding	AP4S1	41.95	3343	2546
ENSG00000100483	protein_coding	VCPKMT	39.75	377	354
ENSG00000100485	protein_coding	SOS2	38.28	1310	1200
ENSG00000100490	protein_coding	CDKL1	43.04	29	27
ENSG00000100503	protein_coding	NIN	41.15	274	245
ENSG00000100505	protein_coding	TRIM9	40.47	945	756
ENSG00000100519	protein_coding	PSMC6	37.88	2522	2119
ENSG00000100522	protein_coding	GNPNAT1	37.87	698	673
ENSG00000100523	protein_coding	DDHD1	38.26	1308	1190
ENSG00000100528	protein_coding	CNIH1	38.2	4266	3319
ENSG00000100532	protein_coding	CGRRF1	37.45	1063	969
ENSG00000100554	protein_coding	ATP6V1D	38.54	5741	3540
ENSG00000100564	protein_coding	PIGH	43.92	583	551
ENSG00000100567	protein_coding	PSMA3	40.28	7396	5071
ENSG00000100568	protein_coding	VTI1B	42.96	7344	4529
ENSG00000100575	protein_coding	TIMM9	40.88	2115	1735
ENSG00000100577	protein_coding	GSTZ1	54.28	1284	1185
ENSG00000100578	protein_coding	KIAA0586	37.04	42	40
ENSG00000100580	protein_coding	TMED8	41.15	174	156
ENSG00000100591	protein_coding	AHSA1	46.04	4922	3692
ENSG00000100592	protein_coding	DAAM1	39.75	5933	4141
ENSG00000100596	protein_coding	SPTLC2	41.35	1744	1567
ENSG00000100600	protein_coding	LGMN	47.28	25445	5813
ENSG00000100601	protein_coding	ALKBH1	42.35	1317	1186
ENSG00000100603	protein_coding	SNW1	41.12	2812	2430
ENSG00000100612	protein_coding	DHRS7	39.65	1699	1433
ENSG00000100614	protein_coding	PPM1A	36.08	2690	2164
ENSG00000100626	protein_coding	GALNT16	48.62	1224	1102
ENSG00000100632	protein_coding	ERH	40.2	2766	2170
ENSG00000100644	protein_coding	HIF1A	37.25	1868	1660
ENSG00000100647	protein_coding	SUSD6	44.82	937	878
ENSG00000100664	protein_coding	EIF5	44.94	14157	7480
ENSG00000100678	protein_coding	SLC8A3	43.55	723	671
ENSG00000100697	protein_coding	DICER1	38	1474	1323
ENSG00000100711	protein_coding	ZFYVE21	56.98	1933	1700
ENSG00000100714	protein_coding	MTHFD1	43.75	273	258
ENSG00000100722	protein_coding	ZC3H14	40.17	1227	1133
ENSG00000100726	protein_coding	TELO2	63.09	863	795
ENSG00000100731	protein_coding	PCNX1	36.87	1154	1042
ENSG00000100744	protein_coding	GSKIP	38.94	1554	1407
ENSG00000100749	protein_coding	VRK1	38.97	637	578
ENSG00000100764	protein_coding	PSMC1	44.78	5568	3890
ENSG00000100784	protein_coding	RPS6KA5	38.79	480	460
ENSG00000100804	protein_coding	PSMB5	46.64	4773	3483
ENSG00000100811	protein_coding	YY1	45.56	910	847
ENSG00000100813	protein_coding	ACIN1	45.36	2365	2044
ENSG00000100815	protein_coding	TRIP11	37.97	2150	1855
ENSG00000100823	protein_coding	APEX1	47.06	1265	1091
ENSG00000100836	protein_coding	PABPN1	50.48	3846	2892
ENSG00000100842	protein_coding	EFS	54.29	21	19
ENSG00000100852	protein_coding	ARHGAP5	36.95	3336	2710
ENSG00000100865	protein_coding	CINP	46.49	1666	1449
ENSG00000100884	protein_coding	CPNE6	58.07	563	468
ENSG00000100888	protein_coding	CHD8	42.52	2624	2189
ENSG00000100889	protein_coding	PCK2	49.2	125	114
ENSG00000100897	protein_coding	DCAF11	50.99	2442	2158
ENSG00000100902	protein_coding	PSMA6	42.27	4185	3159
ENSG00000100906	protein_coding	NFKBIA	56.53	1443	1234
ENSG00000100908	protein_coding	EMC9	53.51	1812	1391
ENSG00000100911	protein_coding	PSME2	52.29	2380	2039
ENSG00000100916	protein_coding	BRMS1L	38.93	1357	1168
ENSG00000100918	protein_coding	REC8	55.21	6	4
ENSG00000100926	protein_coding	TM9SF1	50.99	87	78
ENSG00000100934	protein_coding	SEC23A	38.8	1335	1119
ENSG00000100938	protein_coding	GMPR2	46.62	902	838
ENSG00000100941	protein_coding	PNN	40.64	2815	2432
ENSG00000100949	protein_coding	RABGGTA	57.92	494	460
ENSG00000100979	protein_coding	PLTP	51.86	55	41
ENSG00000100982	protein_coding	PCIF1	53.8	4518	3536
ENSG00000100983	protein_coding	GSS	46.44	2822	2143
ENSG00000100991	protein_coding	TRPC4AP	42.92	2638	2260
ENSG00000100994	protein_coding	PYGB	52.16	1042	861
ENSG00000100997	protein_coding	ABHD12	47.38	6779	4720
ENSG00000101019	protein_coding	UQCC1	43	1115	983
ENSG00000101040	protein_coding	ZMYND8	46.13	3855	2848
ENSG00000101049	protein_coding	SGK2	49.23	1297	1118
ENSG00000101052	protein_coding	IFT52	44.5	414	400
ENSG00000101079	protein_coding	NDRG3	44.5	5042	3405
ENSG00000101096	protein_coding	NFATC2	47.94	84	77
ENSG00000101098	protein_coding	RIMS4	49.54	849	651
ENSG00000101109	protein_coding	STK4	38.46	798	733
ENSG00000101132	protein_coding	PFDN4	41.63	2909	2282
ENSG00000101134	protein_coding	DOK5	39.92	340	261
ENSG00000101138	protein_coding	CSTF1	41.14	571	525
ENSG00000101146	protein_coding	RAE1	44.53	1130	1015
ENSG00000101150	protein_coding	TPD52L2	54.36	2925	2489
ENSG00000101152	protein_coding	DNAJC5	51.41	5854	3464
ENSG00000101158	protein_coding	NELFCD	48.57	806	767
ENSG00000101160	protein_coding	CTSZ	56.78	7220	3060
ENSG00000101161	protein_coding	PRPF6	50.53	787	745
ENSG00000101180	protein_coding	HRH3	66.1	1064	726
ENSG00000101181	protein_coding	MTG2	49.97	1078	995
ENSG00000101182	protein_coding	PSMA7	52.27	15436	7774
ENSG00000101187	protein_coding	SLCO4A1	58.19	27	9
ENSG00000101189	protein_coding	MRGBP	59.24	679	633
ENSG00000101191	protein_coding	DIDO1	49.19	1042	956
ENSG00000101193	protein_coding	GID8	48.76	1124	1048
ENSG00000101198	protein_coding	NKAIN4	59.79	431	381
ENSG00000101199	protein_coding	ARFGAP1	59.73	1644	1453
ENSG00000101200	protein_coding	AVP	67.96	8	4
ENSG00000101204	protein_coding	CHRNA4	63.44	413	345
ENSG00000101210	protein_coding	EEF1A2	63.24	2422	1374
ENSG00000101220	protein_coding	C20orf27	56.32	1249	943
ENSG00000101224	protein_coding	CDC25B	53.03	66	62
ENSG00000101236	protein_coding	RNF24	40.49	317	302
ENSG00000101246	protein_coding	ARFRP1	62.43	2217	1959
ENSG00000101247	protein_coding	NDUFAF5	39.86	1343	1177
ENSG00000101265	protein_coding	RASSF2	49.01	3159	2534
ENSG00000101266	protein_coding	CSNK2A1	41.35	4445	3428
ENSG00000101280	protein_coding	ANGPT4	50.62	393	357
ENSG00000101290	protein_coding	CDS2	44.8	4945	3322
ENSG00000101292	protein_coding	PROKR2	43.97	6	4
ENSG00000101294	protein_coding	HM13	49.85	1817	1587
ENSG00000101298	protein_coding	SNPH	50.5	903	690
ENSG00000101310	protein_coding	SEC23B	42.97	1121	1049
ENSG00000101327	protein_coding	PDYN	48.91	163	40
ENSG00000101333	protein_coding	PLCB4	39.14	813	685
ENSG00000101336	protein_coding	HCK	48.11	483	412
ENSG00000101337	protein_coding	TM9SF4	47.43	1492	1298
ENSG00000101343	protein_coding	CRNKL1	39.08	173	154
ENSG00000101346	protein_coding	POFUT1	47.66	378	364
ENSG00000101347	protein_coding	SAMHD1	43.79	203	194
ENSG00000101349	protein_coding	PAK5	39.34	4279	3344
ENSG00000101350	protein_coding	KIF3B	43.82	534	484
ENSG00000101361	protein_coding	NOP56	52.9	1531	1311
ENSG00000101363	protein_coding	MANBAL	47.37	5849	4267
ENSG00000101365	protein_coding	IDH3B	51.38	2885	2056
ENSG00000101367	protein_coding	MAPRE1	44.38	7031	4929
ENSG00000101391	protein_coding	CDK5RAP1	44.4	24	22
ENSG00000101400	protein_coding	SNTA1	50.41	553	512
ENSG00000101407	protein_coding	TTI1	43.33	112	108
ENSG00000101412	protein_coding	E2F1	55.49	115	102
ENSG00000101413	protein_coding	RPRD1B	42.34	680	633
ENSG00000101417	protein_coding	PXMP4	49.46	1001	911
ENSG00000101421	protein_coding	CHMP4B	46.39	6315	4371
ENSG00000101438	protein_coding	SLC32A1	60.73	5579	1825
ENSG00000101439	protein_coding	CST3	51.65	420947	8307
ENSG00000101442	protein_coding	ACTR5	44.81	377	354
ENSG00000101445	protein_coding	PPP1R16B	47.52	9896	5453
ENSG00000101447	protein_coding	FAM83D	46.5	1235	978
ENSG00000101452	protein_coding	DHX35	41.33	139	124
ENSG00000101457	protein_coding	DNTTIP1	45.98	654	597
ENSG00000101460	protein_coding	MAP1LC3A	52.56	22552	8188
ENSG00000101463	protein_coding	SYNDIG1	46.09	222	139
ENSG00000101464	protein_coding	PIGU	44.54	792	747
ENSG00000101473	protein_coding	ACOT8	49.07	896	834
ENSG00000101474	protein_coding	APMAP	46.35	995	894
ENSG00000101489	protein_coding	CELF4	52.36	8727	2193
ENSG00000101493	protein_coding	ZNF516	47.6	24	23
ENSG00000101542	protein_coding	CDH20	39.06	967	887
ENSG00000101544	protein_coding	ADNP2	41.68	230	215
ENSG00000101546	protein_coding	RBFA	48.51	1552	1373
ENSG00000101557	protein_coding	USP14	38.05	1160	1016
ENSG00000101558	protein_coding	VAPA	37.13	11170	6672
ENSG00000101577	protein_coding	LPIN2	41.63	884	746
ENSG00000101596	protein_coding	SMCHD1	36.8	1340	1251
ENSG00000101608	protein_coding	MYL12A	38.81	5913	3405
ENSG00000101624	protein_coding	CEP76	40.84	70	42
ENSG00000101638	protein_coding	ST8SIA5	47.59	328	291
ENSG00000101654	protein_coding	RNMT	39.02	1172	1036
ENSG00000101665	protein_coding	SMAD7	52.56	8681	5074
ENSG00000101745	protein_coding	ANKRD12	37.33	7791	4764
ENSG00000101746	protein_coding	NOL4	34.88	488	413
ENSG00000101752	protein_coding	MIB1	38.64	1146	1032
ENSG00000101782	protein_coding	RIOK3	41.69	1640	1489
ENSG00000101811	protein_coding	CSTF2	38.87	1050	932
ENSG00000101843	protein_coding	PSMD10	37.71	2020	1781
ENSG00000101844	protein_coding	ATG4A	39.97	407	388
ENSG00000101849	protein_coding	TBL1X	45.26	1439	1258
ENSG00000101856	protein_coding	PGRMC1	42.58	4268	2660
ENSG00000101882	protein_coding	NKAP	41.81	3918	3090
ENSG00000101888	protein_coding	NXT2	37.4	1459	1292
ENSG00000101911	protein_coding	PRPS2	42.76	988	925
ENSG00000101928	protein_coding	MOSPD1	40.82	955	878
ENSG00000101938	protein_coding	CHRDL1	39.45	10	6
ENSG00000101940	protein_coding	WDR13	51.72	1381	1239
ENSG00000101945	protein_coding	SUV39H1	54.35	385	363
ENSG00000101958	protein_coding	GLRA2	37.68	44	36
ENSG00000101966	protein_coding	XIAP	41.98	1824	1594
ENSG00000101972	protein_coding	STAG2	39.19	1589	1433
ENSG00000101974	protein_coding	ATP11C	39.51	66	61
ENSG00000101986	protein_coding	ABCD1	58.35	204	194
ENSG00000101997	protein_coding	CCDC22	53.55	604	572
ENSG00000102003	protein_coding	SYP	52.69	9280	2256
ENSG00000102024	protein_coding	PLS3	38.9	1282	1169
ENSG00000102030	protein_coding	NAA10	57.53	1018	974
ENSG00000102032	protein_coding	RENBP	55.76	318	285
ENSG00000102038	protein_coding	SMARCA1	36.87	185	157
ENSG00000102054	protein_coding	RBBP7	42.25	1392	1259
ENSG00000102057	protein_coding	KCND1	53.58	77	72
ENSG00000102078	protein_coding	SLC25A14	37.86	1017	891
ENSG00000102081	protein_coding	FMR1	36.35	1719	1513
ENSG00000102096	protein_coding	PIM2	53.5	380	347
ENSG00000102103	protein_coding	PQBP1	54.41	1378	1259
ENSG00000102109	protein_coding	PCSK1N	55.39	44532	7431
ENSG00000102119	protein_coding	EMD	62.14	1116	1031
ENSG00000102125	protein_coding	TAZ	56.1	2249	1984
ENSG00000102144	protein_coding	PGK1	39.63	1148	926
ENSG00000102158	protein_coding	MAGT1	40.93	4682	3509
ENSG00000102181	protein_coding	CD99L2	43.02	1536	1251
ENSG00000102189	protein_coding	EEA1	36.99	1557	1367
ENSG00000102218	protein_coding	RP2	39.26	569	498
ENSG00000102225	protein_coding	CDK16	54.42	4130	3222
ENSG00000102226	protein_coding	USP11	48.33	991	837
ENSG00000102230	protein_coding	PCYT1B	42.38	910	853
ENSG00000102241	protein_coding	HTATSF1	37.88	1316	1169
ENSG00000102271	protein_coding	KLHL4	35.54	1771	1480
ENSG00000102290	protein_coding	PCDH11X	35.82	1110	937
ENSG00000102302	protein_coding	FGD1	50.05	33	31
ENSG00000102309	protein_coding	PIN4	44.57	4182	3296
ENSG00000102312	protein_coding	PORCN	51.68	853	797
ENSG00000102316	protein_coding	MAGED2	52.36	1079	922
ENSG00000102385	protein_coding	DRP2	45.17	219	182
ENSG00000102390	protein_coding	PBDC1	42.16	1984	1715
ENSG00000102401	protein_coding	ARMCX3	45.41	885	785
ENSG00000102409	protein_coding	BEX4	51.94	1425	955
ENSG00000102452	protein_coding	NALCN	37.99	923	812
ENSG00000102466	protein_coding	FGF14	37.27	24	22
ENSG00000102471	protein_coding	NDFIP2	35.47	7235	4994
ENSG00000102524	protein_coding	TNFSF13B	34.84	26	24
ENSG00000102531	protein_coding	FNDC3A	37.08	828	747
ENSG00000102543	protein_coding	CDADC1	38.43	1099	1008
ENSG00000102547	protein_coding	CAB39L	38.37	1060	979
ENSG00000102554	protein_coding	KLF5	38.99	427	322
ENSG00000102572	protein_coding	STK24	47.42	124	115
ENSG00000102580	protein_coding	DNAJC3	39.79	1999	1764
ENSG00000102595	protein_coding	UGGT2	37.01	189	179
ENSG00000102606	protein_coding	ARHGEF7	44.55	1029	887
ENSG00000102678	protein_coding	FGF9	42.92	1365	874
ENSG00000102699	protein_coding	PARP4	42.87	45	42
ENSG00000102738	protein_coding	MRPS31	39.2	817	735
ENSG00000102743	protein_coding	SLC25A15	46.25	325	293
ENSG00000102753	protein_coding	KPNA3	38.63	1232	1133
ENSG00000102755	protein_coding	FLT1	41.61	109	76
ENSG00000102760	protein_coding	RGCC	45.68	302	261
ENSG00000102781	protein_coding	KATNAL1	38.43	1941	1653
ENSG00000102804	protein_coding	TSC22D1	38.08	12420	3784
ENSG00000102805	protein_coding	CLN5	38.81	888	834
ENSG00000102858	protein_coding	MGRN1	55.34	2755	2242
ENSG00000102870	protein_coding	ZNF629	57.73	252	243
ENSG00000102871	protein_coding	TRADD	58.67	1483	1369
ENSG00000102878	protein_coding	HSF4	61.39	132	122
ENSG00000102879	protein_coding	CORO1A	64.42	2036	1450
ENSG00000102882	protein_coding	MAPK3	56.36	10526	6162
ENSG00000102886	protein_coding	GDPD3	53.57	628	544
ENSG00000102893	protein_coding	PHKB	38.19	829	778
ENSG00000102897	protein_coding	LYRM1	44.36	747	666
ENSG00000102900	protein_coding	NUP93	42.43	46	44
ENSG00000102901	protein_coding	CENPT	53.77	497	476
ENSG00000102908	protein_coding	NFAT5	38.64	2278	1980
ENSG00000102910	protein_coding	LONP2	39.56	907	823
ENSG00000102931	protein_coding	ARL2BP	44.84	9179	5803
ENSG00000102934	protein_coding	PLLP	51.12	36919	8064
ENSG00000102967	protein_coding	DHODH	50.04	699	658
ENSG00000102970	protein_coding	CCL17	53.48	87	79
ENSG00000102974	protein_coding	CTCF	45.31	1559	1402
ENSG00000102977	protein_coding	ACD	62.02	1476	1288
ENSG00000102978	protein_coding	POLR2C	47.97	4001	2995
ENSG00000102981	protein_coding	PARD6A	63.23	2024	1662
ENSG00000102984	protein_coding	ZNF821	45.9	729	654
ENSG00000102996	protein_coding	MMP15	59.38	299	277
ENSG00000103005	protein_coding	USB1	49.63	138	126
ENSG00000103018	protein_coding	CYB5B	39.78	2398	2005
ENSG00000103024	protein_coding	NME3	69.2	60	57
ENSG00000103034	protein_coding	NDRG4	53.85	11111	2461
ENSG00000103035	protein_coding	PSMD7	43.43	5465	3976
ENSG00000103037	protein_coding	SETD6	48.83	254	238
ENSG00000103042	protein_coding	SLC38A7	52.71	173	165
ENSG00000103043	protein_coding	VAC14	54	234	223
ENSG00000103051	protein_coding	COG4	47.23	1079	995
ENSG00000103056	protein_coding	SMPD3	51.02	783	612
ENSG00000103061	protein_coding	SLC7A6OS	47.19	905	825
ENSG00000103064	protein_coding	SLC7A6	47.81	137	130
ENSG00000103066	protein_coding	PLA2G15	53.91	936	801
ENSG00000103089	protein_coding	FA2H	50.89	33775	7981
ENSG00000103091	protein_coding	WDR59	44.73	459	428
ENSG00000103111	protein_coding	MON1B	49.32	723	683
ENSG00000103121	protein_coding	CMC2	40.64	2251	1894
ENSG00000103126	protein_coding	AXIN1	54.38	372	344
ENSG00000103145	protein_coding	HCFC1R1	63.71	7089	4248
ENSG00000103148	protein_coding	NPRL3	51.3	355	315
ENSG00000103150	protein_coding	MLYCD	52.83	1080	992
ENSG00000103152	protein_coding	MPG	61.91	935	777
ENSG00000103154	protein_coding	NECAB2	52.91	621	479
ENSG00000103160	protein_coding	HSDL1	45.07	949	868
ENSG00000103168	protein_coding	TAF1C	59.13	57	30
ENSG00000103174	protein_coding	NAGPA	56.14	552	519
ENSG00000103187	protein_coding	COTL1	50.24	2033	1499
ENSG00000103194	protein_coding	USP10	43.62	922	834
ENSG00000103197	protein_coding	TSC2	59.93	1089	1005
ENSG00000103202	protein_coding	NME4	58.71	16	14
ENSG00000103227	protein_coding	LMF1	56.82	1068	975
ENSG00000103248	protein_coding	MTHFSD	49.14	769	705
ENSG00000103249	protein_coding	CLCN7	59.82	934	858
ENSG00000103253	protein_coding	HAGHL	65.72	4108	3083
ENSG00000103254	protein_coding	ANTKMT	72.09	4937	3538
ENSG00000103257	protein_coding	SLC7A5	58.42	602	516
ENSG00000103260	protein_coding	METRN	66.79	7063	4384
ENSG00000103264	protein_coding	FBXO31	51.99	1848	1611
ENSG00000103266	protein_coding	STUB1	64.94	8102	4904
ENSG00000103274	protein_coding	NUBP1	50.62	915	847
